"id","type","name","date","start","end","abstract","track","venue","format","subs","authors","moderator","","","","","","","","","","","","",""
"62","Session","Awards Ceremony and Presidential Address","2021-11-13","18:00:00","19:00:00","<p><strong><span style=""font-size: 24px;"">Presentation of Awards</span></strong></p><ul><li><span style=""font-size: 18px;"">2018 Early-Career Scholar Essay Award</span></li><li><span style=""font-size: 18px;"">2019 Early-Career Scholar Essay Award</span></li><li><span style=""font-size: 18px;"">2020 Graduate Student Essay Award</span></li><li><span style=""font-size: 18px;"">2020 Women's Caucus Prize Symposium</span></li><li><span style=""font-size: 18px;"">2020 Women's Caucus Prize in Feminist Philosophy of Science</span></li><li><span style=""font-size: 18px;"">2020 PSA Prize in Philosophy of Science & Race <span class=""badge badge-error"">NEW</span></span></li><li><span style=""font-size: 18px;"">2020 PSA Outreach and Engagement Award <span class=""badge badge-error"">NEW</span></span></li><li><span style=""font-size: 18px;"">2020 Hempel Award</span><br /><br /></li></ul><p><img src=""https://dryfta-assets.s3.eu-central-1.amazonaws.com/assets/psa2020/editorimages/1630679629wylie_headshot.png"" style=""width: 300px;"" class=""fr-fic fr-dib fr-fil"" /></p><p><strong><span style=""font-size: 24px;"">PSA Presidential Address:</span></strong></p><p data-pm-slice=""1 1 []""><strong><span style=""font-size: 24px;"">Philosophy of the Field, From the Field</span></strong></p><p><span style=""font-size: 18px;""><em><strong>Speaker: Alison Wylie (Professor of Philosophy and Canada Research Chair, University of British Columbia; PSA President 2019-2020)</strong></em></span></p><p><span style=""font-size: 18px;""><em><strong><img src=""https://dryfta-assets.s3.eu-central-1.amazonaws.com/assets/psa2020/editorimages/16348470241634847023900.png"" style=""width: 165px;"" class=""fr-fic fr-dib"" /></strong></em></span><br /></p>","","Key Ballroom 05-06","Special Event","","Alison Wylie","PSA Office,  Jessica Pfeifer","","","","","","","","","","","","",""
"64","Session","Biology","2021-11-11","13:00:00","15:00:00","","Philosophy of Biology - general / other","Key Ballroom 11","Hybrid Presentation","Edmond Goblot’s (1858-1935) Selected Effects Theory of Function: A Reappraisal|The ""Inchworm Episode"": Reconstituting the Phenomenon of Kinesin Motility|Fission and Genetic Lineage Pluralism|Function Acquisition in Genomics||","Andrew Bollhagen, Justin Garson, Zdenka Brzović, Predrag Šustar, Gunnar Babcock","Richard Vagnino","","","","","","","","","","","","",""
"65","Session","Climate","2021-11-11","13:00:00","15:00:00","","Philosophy of Climate Science","Key Ballroom 10","In-Person Presentation","Can Machines Learn How Clouds Work?:  The Epistemic Implications of Machine Learning Methods in Climate Science|Climate-Model Tuning and Predictivism|A Critical Analysis of the IPCC’s Methodology of Climate Change Detection and Attribution|Climate Models and the Irrelevance of Chaos||","Mathias Frisch, Suzanne Kawamleh, Corey Dethier, Mason Majszak","Aja Watkins","","","","","","","","","","","","",""
"66","Session","Chemistry","2021-11-13","16:15:00","17:45:00","","Realism / Anti-realism / Instrumentalism","","Remote Presentation","Classificatory Norms in Scientific Practice: The Unobjective but Rational *Chemical Element*.|The Chemical Bond is a Real Pattern|The Nature of Ammonia (1807-1812): Analogy and Composition in the Work of Humphry Davy |||","Matthew Barker, Vanessa Seifert, Sarah Hijmans","PSA Office,  Jessica Pfeifer,  Farzad Mahootian","","","","","","","","","","","","",""
"67","Session","Epistemic Risk","2021-11-13","16:15:00","17:45:00","","Confirmation and Evidence","Key Ballroom 02","Hybrid Presentation","Epistemic Risk in the Triangulation Argument for Implicit Attitudes|Assessing the Consequences of P-hacking using Expected Utility and the Argument from Inductive Risk||||","Adrian Erasmus, Morgan Thompson","Zina Ward","","","","","","","","","","","","",""
"68","Session","Mechanisms 2","2021-11-13","16:15:00","17:45:00","","Mechanisms","Key Ballroom 01","Hybrid Presentation","A Novel Account of Activities for the Philosophy of Mechanisms|Abduction and Composition|Mechanistic Reductionism|||","Tudor Baetu, Kenneth Aizawa, Kalewold Kalewold","Corey Maley","","","","","","","","","","","","",""
"69","Session","Deflationary Realism","2021-11-13","16:15:00","17:45:00","","Realism / Anti-realism / Instrumentalism","Key Ballroom 03","Hybrid Presentation","A Functionalist Turn for Selective Realism|How American Is Pragmatism?|Nancy Cartwright and Modeling-Based Realism|||","Alexander Klein, Omar El Mawas, Alberto Cordero","Elliott Chen","","","","","","","","","","","","",""
"70","Session","Simulation","2021-11-13","16:15:00","17:45:00","","Computer Simulation","Key Ballroom 04","Hybrid Presentation","The Exploratory Role of Explainable Artificial Intelligence|Verification, Validation, etc.|Simulation and Calibration: Mitigating Uncertainties|||","Deborah Haar, Carlos Zednik, Hannes Boelsen, Kevin Kadowaki","Colin Allen","","","","","","","","","","","","",""
"71","Session","Values in Science","2021-11-12","9:00:00","10:30:00","","Values in Science","Key Ballroom 11","Hybrid Presentation","Aims Approaches and the Challenge from Ibsen Predicaments |Feyerabend and the Paradox of Pursuit: Revisiting Values in Pursuitworthiness|Can Morally Superior Values Produce Beneficial Outcomes in Science?|||","Jamie Shaw, Per Wikman-Svahn, Karoliina Pulkkinen, Soohyun Ahn","Kevin Elliott","","","","","","","","","","","","",""
"72","Session","Cancer","2021-11-13","16:15:00","17:45:00","","Philosophy of Medicine","Key Ballroom 10","In-Person Presentation","AI Inferences and Bad Data in Oncology|N-of-1 Cancer Trials: A Standardization & Meta-Analysis Framework|Squaring the Extrapolator's Circle|||","Jonathan Fuller, Jonathon Abdal, Alison McConwell, Sarah Wieten","Alan Love","","","","","","","","","","","","",""
"73","Session","Causation","2021-11-12","9:00:00","10:30:00","","Causality","Key Ballroom 02","Hybrid Presentation","Causal Pluralism in Philosophy: Empirical Challenges and Alternative Proposals|Systemic Causes and the Epistemology of Making Systems Safer|Unification and Explanation: A Causal Perspective|||","Alexander Gebharter, Phuong Dinh, Brian Hanley","Steve Stakland","","","","","","","","","","","","",""
"74","Session","Computer Science","2021-11-12","9:00:00","10:30:00","","Natural Kinds / Classification","Key Ballroom 04","Hybrid Presentation","Implementation as Resemblance|Dynamic Natural Kinds|Physical Computation: A Tale of Two Notions|||","Andre Curtis-Trudel, Mark Bedau, Ioannis Votsis","Boaz Miller","","","","","","","","","","","","",""
"75","Session","Formal Epistemology","2021-11-13","16:15:00","17:45:00","","Formal Epistemology","Key Ballroom 12","In-Person Presentation","Commutativity and Accuracy|Dutch Books and Logical Form||||","Lisa Cassell, Joel Pust","Samuel Fletcher","","","","","","","","","","","","",""
"76","Session","Geology","2021-11-13","16:15:00","17:45:00","","Philosophy of Geology / Geophysics","Key Ballroom 11","Hybrid Presentation","Historical Sciences in the Era of Climate Change|A Pastist Approach to Animal Behavior and the Paradox of Marine Ichnology |Measuring Time with Fossils: A Start-Up Problem in Stratigraphic Geology|||","Max Dresow, Ali Mirza, Jason Zinser","Alisa Bokulich","","","","","","","","","","","","",""
"77","Session","Laws of Nature","2021-11-12","9:00:00","10:30:00","","Laws of Nature","Key Ballroom 03","Hybrid Presentation","Counterpossible Dependence in Physics|Adaptive Design, Contingency, and Ontological Principles for Limited Beings||||"," Alastair Wilson, Daniel Brooks","Melissa Jacquart","","","","","","","","","","","","",""
"78","Session","Medicine","2021-11-12","9:00:00","10:30:00","","Feminist Philosophy of Science","Armistead","In-Person Presentation","The Sex-Gender Distinction in Biomedical Research – A Response to Byrne and Bogardus|Machine Learning, Causation, and the Problem of Epistemic Opacity in Epidemiology|Wishful Intelligibility, Black Boxes, and Epidemiological Explanation|||","Alexander Broadbent, Marina DiMarco, Char Brecevic","Inmaculada De Melo-Martin","","","","","","","","","","","","",""
"79","Session","Philosophy of Neuroscience: Models and Methods","2021-11-13","16:15:00","17:45:00","","Philosophy of Neuroscience","Key Ballroom 09","Hybrid Presentation","Explaining the Good as Well as the Bad? Mechanistic Understanding in the Gene-Environment Research on Differential Plasticity|“It Takes Two to Make a Thing Go Right”: The Coevolution of Technological and Mathematical Tools in Neuroscience||||","Luis Favela, Olesya Bondarenko","Harjeet Parmar","","","","","","","","","","","","",""
"80","Session","Symmetry and Unitary Equivalence","2021-11-12","9:00:00","10:30:00","","Philosophy of Physics - quantum mechanics","Key Ballroom 12","In-Person Presentation","Symmetry and Detectability as Physical Concepts|Antiunitary Equivalence||||","Abigail Holmes, Noel Swanson","Nick Huggett","","","","","","","","","","","","",""
"81","Session","Values in Science 2","2021-11-12","10:45:00","12:15:00","","Values in Science","Key Ballroom 10","In-Person Presentation","When is Dissent Normatively Inappropriate?‎|On the Limits of Cultural Relativism as a Debiasing Method|Mechanical Jurisprudence and Domain Distortion: How Predictive Algorithms Warp the Law|||","Boaz Miller, David Teira, Per Wikman-Svahn, Dasha Pruss","Kevin Elliott,  Laura Cupples,  Sarah Richardson","","","","","","","","","","","","",""
"82","Session","Data Science","2021-11-12","14:00:00","16:00:00","","Values in Science","Key Ballroom 02","Hybrid Presentation","A Perspectival Solution to the Problem of Inconsistent Results in Data Research|Data Integration without Unification|Exploitation, or Amelioration? Dueling Pictures of Data-Scientific Rationality. |||","Konstantin Genin, Mariusz Maziarz, Beckett Sterner","TJ Perkins","","","","","","","","","","","","",""
"83","Session","Economics","2021-11-12","10:45:00","12:15:00","","Scientific Models / Modeling","Key Ballroom 02","Hybrid Presentation","Why We Need to Talk about Preferences|Tractability Assumptions, Holism, and Model Robustness|What Economic Mechanisms?|||","Lukas Beck, Isaac Kean, Mr. Ryan O'Loughlin","Nadia  Ruiz","","","","","","","","","","","","",""
"84","Session","History of Physics","2021-11-12","10:45:00","12:15:00","","Philosophy of Physics - space and time","Key Ballroom 09","Hybrid Presentation","How Much Change is Too Much Change? Rethinking the Reasons Behind the Lack of Reception to Brouwer’s Intuitionism|Du Châtelet on the Need for Mathematics in Physics|Emergent Space Ontologies in the Early Modern Period|||","Edward Slowik, Kati Kish Bar-On, Aaron Wells","Areins Pelayo","","","","","","","","","","","","",""
"85","Session","Idealization","2021-11-12","10:45:00","12:15:00","","Scientific Models / Modeling","Pickersgill","In-Person Presentation","Idealizations and Partitions: A Defense of Robustness Analysis|Rationality for Real Agents|Inconsistent Idealizations and Inferentialism about Scientific Representation|||","Daniel Herrmann, Armin Schulz, Gareth Fuller, Peter Tan","Dominik Hangleiter","","","","","","","","","","","","",""
"86","Session","Medicine 2","2021-11-12","10:45:00","12:15:00","","Values in Science","Key Ballroom 03","Hybrid Presentation","An Epistemic Theory for Patient-Reported Outcome Measures|Biomarkers||||","Marco Nathan, Leah McClimans","Char Brecevic","","","","","","","","","","","","",""
"87","Session","Psychiatry: Modelling, Conceptualizing and Treating Mental Illness","2021-11-13","16:15:00","17:45:00","","Scientific Models / Modeling","","Remote Presentation","From RDoC to DSM:|Reconsidering Harm in Mental Disorders||||","Nicholas Zautra, Marko Jurjako","PSA Office,  Andrew Evans,  Jessica Pfeifer","","","","","","","","","","","","",""
"88","Session","Scientific Modeling","2021-11-13","14:00:00","16:00:00","","Scientific Models / Modeling","Key Ballroom 01","Hybrid Presentation","Gaining Traction: Foothold Concepts and Exemplars in Conceptual Change|On Measurement Scales: Neither Ordinal nor Interval? |Solving the Problem of Scientific Model Transfer by Transfering a Scientific Model of Problem Solving|Close Encounters with Scientific Analogies of the Third Kind||","Cristian Larroulet Philippi, Francesco Nappo, William Goodwin, Justin Price","Michael Miller","","","","","","","","","","","","",""
"89","Session","Cognitive Science","2021-11-12","9:00:00","10:30:00","","Philosophy of Cognitive Science","Key Ballroom 01","Hybrid Presentation","Anecdotal Experiments: evaluating evidence with few animals|From Fly Detectors to Action Control:  Representations in Reinforcement Learning|g as Bridge Model|||","Dr. Anna-Mari Rusanen, Devin Curry, Mike Dacey","Alexander Klein","","","","","","","","","","","","",""
"90","Session","Evolution of Cooperation","2021-11-12","9:00:00","10:30:00","","Philosophy of Biology - evolution","Key Ballroom 09","Hybrid Presentation","Joint Agency and the Uniquely Human Cooperation Hypothesis|Better Models of the Evolution of Cooperation through Situated Cognition|The Evolutionary Origins of Cooperation in the Hominin Lineage: A Critique of Boyd and Richerson’s Cultural Group Selection Account|||","Archie Fields III, Patrick Forber, Stephen Downes, Jacob Neal","Derek Skillings","","","","","","","","","","","","",""
"91","Session","Science and Policy","2021-11-12","10:45:00","12:15:00","","General philosophy of science - other","Key Ballroom 04","Hybrid Presentation","Behaviour, Knowledge, Policy. the Novel Philosophy of Science Perspectives on the Applications of the Behavioural Sciences to Policymaking.|Incentivizing Replication is Insufficient to Safeguard Default Trust|The Neglect of Formal Requirements for External Validity: A Fatal Contradiction and Its Implications|||","Hugh Desmond, Seán Muller, Magdalena Malecka","PSA Office,  Dan Hicks,  Collin Lucken,  Jessica Pfeifer,  PSA Support 3,  PSA Support 2,  PSA Support 1","","","","","","","","","","","","",""
"92","Session","Cultural Evolution","2021-11-12","10:45:00","12:15:00","","Philosophy of Biology - evolution","Key Ballroom 01","Hybrid Presentation","Cumulative Cultural Evolution and the Measures of Complexity|Content-Open Artifactual Mediation as a Selection Target in Human Evolution|Reflexivity, Functional Reference, and Modularity: Alternative Targets for Language Origins|||","Dr. Travis LaCroix, Alejandro Gordillo García, Phillip Honenberger","Thomas Reydon","","","","","","","","","","","","",""
"93","Session","Philosophy of Psychology","2021-11-12","10:45:00","12:15:00","","Philosophy of Psychology","Armistead","In-Person Presentation","Model Organisms for Studying Decision-Making: a Phylogenetically Expanded Perspective|Another Source of the Replication Crisis: A Mistaken Confidence in Data|Microaggressions and Objectivity: Experimental Measures and Phenomenology|||"," Edouard Machery, Linus Huang, Mikio Akagi","Jonathan Y. Tsou","","","","","","","","","","","","",""
"94","Session","Confirmation and Evidence","2021-11-13","14:00:00","16:00:00","","Confirmation and Evidence","","Remote Presentation","The Context of Plausibility|The Problem of Circular Theory Dependence in Measurement: Uncertainty to the Rescue|Tacking by Conjunction, Genuine Confirmation and Bayesian Convergence|||","Christophe Malaterre,  Gerhard Schurz, Kent Staley","PSA Office,  Soohyun Ahn,  Jessica Pfeifer","","","","","","","","","","","","",""
"95","Session","Evolution","2021-11-12","14:00:00","16:00:00","","Philosophy of Biology - general / other","","Remote Presentation","Fitness: Static or Dynamic?|Nash, Bargaining, and Evolution|Group Selection: Convention or Fact?|Perspectives on Causal Specificity||","Pierrick Bourrat, Peter Takacs, Ameer Sarwar, Justin Bruner","PSA Office,  Yoshinari Yoshida,  Jessica Pfeifer","","","","","","","","","","","","",""
"96","Session","Mechanisms","2021-11-12","14:00:00","16:00:00","","Mechanisms","","Remote Presentation","Populations and Machine-Like Decomposition|Towards Mechanism 2.1: A Dynamic Causal Approach|Abstraction Is (Much) More Than Omission: Alon’s Network Motifs Reconsidered|Category-Theoretic Account of Constitutive Relevance||","John Matthewson, Andrea Loetggers, Wei Fang, Jinyeong Gim","PSA Office, Mr. Paul Kelly,  Jessica Pfeifer","","","","","","","","","","","","",""
"97","Session","Physics","2021-11-12","14:00:00","16:00:00","","Philosophy of Physics - quantum mechanics","","Remote Presentation","Applying Unrigorous Mathematics: Path Integrals in Quantum Theory|Articulating Boltzmannian Non-Equilibrium through Scalar Fields|The Substantial Role of Weyl Symmetry in Deriving General Relativity from String Theory|How Anti-Humeans Can Embrace a Thermodynamic Reduction of Time's Causal Arrow||","Roman Frigg, Eli Lichtenstein, Colin McCullough-Benner, John Dougherty","PSA Office,  David Wallace,  Jessica Pfeifer","","","","","","","","","","","","",""
"98","Session","Social Science","2021-11-12","9:00:00","10:30:00","","Science policy","","Remote Presentation","The Making of Kinship|The Carceral Body Multiple: An Approach to Abolitionist Science and Technology Studies|A Reformed Division of Labor for the Science of Well-Being|||","Rob Wilson, Roberto Fumagalli, Ariel Ludwig","PSA Office,  Nadia  Ruiz,  Jessica Pfeifer","","","","","","","","","","","","",""
"99","Session","Causal Modeling","2021-11-13","9:00:00","12:15:00","","Causality","Key Ballroom 09","Hybrid Presentation","Distinctness and Extensional Independence|Underdeterministic Causation|Causation and the Problem of Disagreement|Structural Decision Theory|Variable Definition and Independent Components|Boolean Causal Inference and Causal Minimality Condition","Holly Andersen, Jiji Zhang, Enno Fischer, TUNG-YING WU, Tomasz Wysocki, Lorenzo Casini","Kino Zhao","","","","","","","","","","","","",""
"100","Session","Participation in Science","2021-11-13","9:00:00","12:15:00","","Values in Science","Key Ballroom 02","Hybrid Presentation","Engineering Roles and Identities in the Scientific Community: Toward Participatory Justice|Growing Knowledge: Epistemic Objects in Agricultural Extension Work|Structural Causes of Citation Blindness|Participation and Objectivity|The Diversity-Ability Trade-Off in Scientific Problem Solving|Creativity in the Social Epistemology of Science","Julia Bursten, Catherine Kendig, Samuli Reijula, Jaakko Kuorikoski, Mike Schneider, Vitaly Pronskikh, Hannah Rubin, Inkeri Koskinen","Prof. Matthew J. Brown","","","","","","","","","","","","",""
"101","Session","Probability and Statistics I","2021-11-12","9:00:00","10:30:00","","Probability and Statistics","Key Ballroom 10","Hybrid Presentation","A Dilemma for Solomonoff Prediction|From Laplace's Equipossibility to Accuracy-Based Arguments for the Principle of Indifference.|The Borel-Kolmogorov Paradox Is Your Paradox Too: A Puzzle for Conditional Physical Probability|||","Eugene Y. S. Chua, Sven Neth, Alexander Meehan, Snow Zhang","Hugh Desmond","","","","","","","","","","","","",""
"102","Session","Space and Time","2021-11-13","9:00:00","12:15:00","","Philosophy of Physics - space and time","Key Ballroom 12","In-Person Presentation","Circular Spaces and Privileged Times|Is the Holographic Principle a Principle of Quantum Gravity? |Energy Conditions in Theories of Modified Gravity|How to Make Presentism Consistent with Special Relativity|No Time for Time from No-Time|Suppressing Spacetime Emergence","Craig Callender, Christopher Arledge, Mark Balaguer, Ann Thresher, Helen Meskhidze, Joshua Norton","Edward Slowik","","","","","","","","","","","","",""
"103","Session","Coherence and Inference","2021-11-13","14:00:00","16:00:00","","Confirmation and Evidence","Key Ballroom 04","Hybrid Presentation","Explanatory Coherence and the Impossibility of Confirmation by Coherence|Believe Me, I Can Explain! Beware of Inferences to the Explanandum|Inference to the Best Explanation: A Material Account|Inferential Reliability||","David Colaço, Ted Poston, Daniel Swaim, Rafael Ventura","Rafael Ventura","","","","","","","","","","","","",""
"104","Session","Structural Realism","2021-11-12","14:00:00","16:00:00","","Doing philosophy of science - methods and tools","Key Ballroom 10","In-Person Presentation","Structural Realism, Limiting Principles, and Naturalized Metaphysics|The Chasm Between Scientific and Analytic Metaphysics? A Case Study: Ontic Structural Realism Versus Ontological Nihilism|Structural Humility|||","Chanwoo Lee, Jared Hanson-Park, Cruz Davis","Holly Andersen","","","","","","","","","","","","",""
"105","Session","Explainable AI","2021-11-11","15:15:00","17:15:00","","Philosophy of Technology","Key Ballroom 12","In-Person Presentation","Causal and Non-Causal Explanations of Artificial Intelligence|Philosophical Perspectives on the Right to Explanation||||","Elanor Taylor, Atoosa Kasirzadeh, Christopher Grimsley","Suzanne Kawamleh","","","","","","","","","","","","",""
"106","Session","Evolution 2","2021-11-14","9:00:00","11:45:00","","Philosophy of Biology - evolution","Key Ballroom 02","Hybrid Presentation","How to Think About Homology: History vs Kinds|The Ecological Dimension of Natural Selection|The Epistemic Value of the Living Fossils Concept|What Are the ‘Levels’ in Levels of Selection?|The Emptiness of Species|","Markus Eronen, Aja Watkins, Bendik Hellem Aaby, Grant Ramsey, Robert Kok, Derek Skillings","Saira Khan","","","","","","","","","","","","",""
"107","Session","Explanation","2021-11-14","9:00:00","11:45:00","","Explanation","Key Ballroom 12","In-Person Presentation","A Normativist Account of Distinctively Mathematical Explanation|The Veridicality Problem in Non-causal Explanations|The Relevance of Irrelevance to Scientific Explanation|Understanding and Equivalent Reformulations|Abstraction, Explanation, and Effective Field Theories|","Collin Rice, Mark Povich, Martin King, Dr. Daniel Kostic, Josh Hunt","Michael Lissack","","","","","","","","","","","","",""
"108","Session","Philosophy of Physics","2021-11-14","9:00:00","11:45:00","","Values in Science","Key Ballroom 01","Hybrid Presentation","Nomic Vagueness|The Metaphysics of Chaos Theory|A Principle Explanation of Bell State Entanglement: Conservation per No Preferred Reference Frame|Non-Empirical Physics, String Theory, and Minimal Criteria|Infrared Cancellation and Measurement|"," W.M. Stuckey, Brett Park, Pablo Ruiz de Olano, Michael Miller, Eddy Keming Chen","Esat Canberk  Özçelik","","","","","","","","","","","","",""
"110","Session","AAPT-PSA Teaching Hub","2021-11-11","8:30:00","10:00:00","<p data-pm-slice=""1 1 []"">Abstract: The American Association of Philosophy Teachers (AAPT) is an association that focuses on the advancement of the art of teaching philosophy. Recently, the AAPT has partnered with other philosophical associations to run ""Teaching Hubs"" at those conferences. Teaching Hubs aim to bring active, student-centered teaching discussions and resources to the wider audience of philosophy instructors. This AAPT-PSA Teaching Hub seeks to bring AAPT-style pedagogy to the problems facing the teaching of philosophy of science.</p><p>The AAPT-PSA Teaching Hub is a series of interactive workshops and conversations designed specifically for philosophers of science and created to celebrate teaching within the context of the PSA biannual meetings. Organized by the American Association of Philosophy Teachers, the Teaching Hub aims to offer a range of high quality and inclusive development opportunities that address the teaching of philosophy of science at all levels, pre-college though graduate school. This session first provides a brief introduction to AAPT Teaching Hubs, followed by two workshop sessions: (1) The Thinking Science project, which aims to bring philosophical questioning to science education for schoolchildren. This extension of the project covers various topics involving AI, big data and robotics. (2) ""Robust Classrooms: Redesigning Science Learning"" details an approach to teaching that scientific modeling necessarily involves choices and the integration of visual technology. The session leaders have implemented this teaching strategy through the modeling of COVID-19. Additionally, the session leaders will demonstrate one way to effectively integrate visual technology into a group project about modeling.</p><p><br /></p>","Teaching philosophy of science","","Remote Presentation","Introduction to the AAPT-PSA Teaching Hub|Thinking Science: Information Technology and People|Robust Classrooms: Redesigning Science Learning Environments|||","Melissa Jacquart, Vadim Keyser, Hannah Howland, Ellen Hart","PSA Office,  Melissa Jacquart,  Jessica Pfeifer","","","","","","","","","","","","",""
"111","Session","Committee for Integrated HPS","2021-11-11","8:30:00","10:00:00","<p dir=""ltr"">Case Studies: Putting the H back in HPS</p><p><br /></p><p dir=""ltr"">One of the perennial themes in the field of ""integrated HPS"" is the question about the nature and role of case studies for historical and philosophical analyses of science. What philosophical lessons, if any, can we draw from examining specific historical events and processes? </p><p dir=""ltr"">In the decades after the historical turn of philosophy of science in the wake of Lakatos, Kuhn, Laudan, and others, HPS was associated with the notion that philosophical concepts and ideas should be tested against the historical record. Case studies were expected to probe the historical adequacy, and thus the relevance to science, of philosophical concepts and theories about science. </p><p dir=""ltr"">During the last decade or so, however, the notion that philosophical concepts and theories could be empirically tested has been cast into doubt. What could it mean to ""test"" philosophical concepts against the historical record? Is it really a ""test"" of a philosophical concept if we find an episode that fits with that concept? How can we prevent cherry-picking our cases? Should we study cases that could potentially refute our philosophical theories? What could the terms ""fit"" or ""refute"" even mean in this context? What can we learn from a single case study, or even a few case studies, about science tout court? And what are ""case studies"" anyway? </p><p dir=""ltr"">Yet, despite all these misgivings regarding the idea that we should test philosophy of science with cases, investigating actual scientific episodes remains a crucial part of HPS. In their attempts to find more appropriate characterizations of the nature and role of historical case studies for philosophy of science, scholars within the field, including Hasok Chang (2012) and Katherina Kinzel (2015), among others, have moved the discussion beyond the simple notion of ""testing philosophy with cases"". This session further examines the nature of case studies and their role for philosophical inquiry through illustration and systematic analysis. Three of the papers present historical episodes drawn from different fields of inquiry and different historical periods: the construction of a cervimeter to measure cervical dilation (Jackson); the application of Bohr's atomic model to helium (Kaveh); and research on scorpion suicide (Arnet). Each presenter utilizes the case study to consider broader philosophical issues: the concept of units of measurement (Jackson); predictive success (Kaveh); and continuity and change in scientific knowledge production (Arnet); to reflect on the question of how the historical material could help clarify the philosophical issues at stake. </p><p dir=""ltr"">The three concrete analyses are framed by a paper (Bolinska & Martin) and a commentary (Chang) which discuss the structure and functions of historical case studies more abstractly. Together, the five contributions to this session provide rich opportunities to think through questions such as: What are the distinctive features of philosophically informed case studies of past science? How strictly should our case studies adhere to the standards of professional history of science? What makes particular historical episodes good, fruitful, and suitable for philosophical analysis? What kinds of philosophical insights can be gained by engaging with historical cases, and might the work with cases perhaps constrain or limit philosophical analyses in certain ways? </p><p><br /></p><p dir=""ltr"">Kinzel, K., Narrative and evidence. How can case studies from the history of science support claims in the philosophy of science?, History and Philosophy of Science 49 (2015): 48-57.</p><p><br /></p><p dir=""ltr"">Chang, H. Beyond case-studies: History as philosophy, in: S. Mauskopf, T. Schmaltz (eds.), Integrating History and Philosophy of Science (Springer, 2012): 109-124.</p>","","Key Ballroom 01","In-Person Presentation","What Is a Canonical Case?|Constructing Centimeters: Emanuel Friedman’s Cervimeter and the Dilatation-Time Curve|What Helium Teaches Us About the Poverty of Referential Relations|Scorpion suicide and the use of case studies for diachronic analysis||","Shahin Kaveh, Agnes Bolinska, Evan Arnet, Joseph Martin, Rebecca Jackson","Hasok Chang","","","","","","","","","","","","",""
